OriginAirport,DestinationAirport,num_unique_flights,Distance,FlightFrequency,aircraft,dep_airport_name,dep_city,des_airport_name,des_city,Primary_Aircraft,EmissionsPerFlight,Total Fuel,TotalEmissions,Avg Passengers per Flight,Total Passengers Transported,OriginLat,OriginLong,DestLat,DestLong
EDDH,EDSB,24,555.4848878192762,29,"{'E55P': 0.20689655172413793, 'C510': 0.1724137931034483, 'LJ35': 0.10344827586206896, 'C56X': 0.10344827586206896, 'C25M': 0.10344827586206896}",Hamburg Airport,Hamburg,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,E55P,221558.25175446048,6425189.300879354,20.303598190778757,48.60000000000001,1409.4000000000003,53.630401611328,9.9882297515869,48.7793998718,8.08049964905
EDLN,EDDH,24,356.30542910558097,39,"{'C525': 0.23076923076923078, 'E55P': 0.1794871794871795, 'C25A': 0.1282051282051282, 'P180': 0.10256410256410256, 'PRM1': 0.07692307692307693}",Mönchengladbach Airport,Moenchengladbach,Hamburg Airport,Hamburg,C525,2157816.646137568,84154849.19936515,265.9293234699939,27.000000000000007,1053.0000000000002,51.230278,6.504444,53.630401611328,9.9882297515869
EDDL,EDJA,24,444.0035927411125,33,"{'C25B': 0.24242424242424243, 'C680': 0.12121212121212122, 'C25A': 0.09090909090909091, 'E55P': 0.06060606060606061, 'C551': 0.06060606060606061}",Düsseldorf Airport,Duesseldorf,Memmingen Allgau Airport,Memmingen,C25B,2405790.019884149,79391070.65617692,250.8757832735191,11.36842105263158,375.15789473684214,51.289501,6.76678,47.9888000488,10.2395000458
EDLP,EDDB,24,346.4438138542126,44,"{'F2TH': 0.6363636363636364, 'C25C': 0.18181818181818182, 'E55P': 0.045454545454545456, 'J328': 0.022727272727272728, 'E50P': 0.022727272727272728}",Paderborn Lippstadt Airport,Paderborn,Berlin-Schönefeld Airport,Berlin,F2TH,2129897.4832164207,93715489.26152252,296.1409460664111,5.400000000000001,237.60000000000005,51.6141014099,8.616319656369999,52.380001,13.5225
EDLW,EDXW,24,380.5913882800468,35,"{'C25A': 0.6, 'E55P': 0.17142857142857143, 'BE20': 0.08571428571428572, 'C68A': 0.05714285714285714, 'C56X': 0.02857142857142857}",Dortmund Airport,Dortmund,Westerland Sylt Airport,Westerland,C25A,2226542.5943759647,77928990.80315876,246.2556109379817,22.90909090909091,801.8181818181819,51.51829910279999,7.61223983765,54.9132003784,8.34047031403
EDDB,EDDV,23,260.35423143821606,54,"{'C560': 0.2777777777777778, 'C425': 0.2222222222222222, 'C56X': 0.2222222222222222, 'E55P': 0.037037037037037035, 'F2TH': 0.037037037037037035}",Berlin-Schönefeld Airport,Berlin,Hannover Airport,Hannover,C560,1885872.0046831034,101837088.25288758,321.80519887912476,35.16279069767442,1898.7906976744184,52.380001,13.5225,52.461101532,9.68507957458
EDDH,EDDP,23,288.6331628608164,33,"{'C525': 0.18181818181818182, 'E50P': 0.15151515151515152, 'C56X': 0.12121212121212122, 'A321': 0.12121212121212122, 'C25A': 0.09090909090909091}",Hamburg Airport,Hamburg,Leipzig/Halle Airport,Leipzig,C525,1966089.060895238,64880939.00954285,205.02376727015542,39.272727272727266,1295.9999999999998,53.630401611328,9.9882297515869,51.423889,12.236389
EDJA,EDDB,23,541.2067661680686,32,"{'C510': 0.21875, 'E55P': 0.1875, 'EA50': 0.15625, 'P180': 0.09375, 'CL60': 0.0625}",Memmingen Allgau Airport,Memmingen,Berlin-Schönefeld Airport,Berlin,C510,2679991.7006582804,85759734.42106497,271.0007607705653,28.17391304347826,901.5652173913044,47.9888000488,10.2395000458,52.380001,13.5225
EDFM,EDDH,23,473.34947579996253,34,"{'C525': 0.3235294117647059, 'C56X': 0.20588235294117646, 'C510': 0.08823529411764706, 'LJ35': 0.058823529411764705, 'CL30': 0.058823529411764705}",Mannheim-City Airport,Mannheim,Hamburg Airport,Hamburg,C525,2488643.9771371693,84613895.22266376,267.3799089036175,30.24,1028.1599999999999,49.473057,8.514167,53.630401611328,9.9882297515869
EDDH,EDDV,23,131.58966189353714,38,"{'C425': 0.34210526315789475, 'C56X': 0.13157894736842105, 'A320': 0.07894736842105263, 'B738': 0.05263157894736842, 'E55P': 0.05263157894736842}",Hamburg Airport,Hamburg,Hannover Airport,Hannover,C425,1519884.793724516,57755622.161531605,182.50776603043988,51.839999999999996,1969.9199999999998,53.630401611328,9.9882297515869,52.461101532,9.68507957458
EDDB,EDNY,23,596.6387543172667,23,"{'E55P': 0.21739130434782608, 'EA50': 0.13043478260869565, 'C680': 0.08695652173913043, 'A319': 0.043478260869565216, 'P180': 0.043478260869565216}",Berlin-Schönefeld Airport,Berlin,Friedrichshafen Airport,Friedrichshafen,E55P,232309.47878470452,5343118.012048204,16.884252918072328,54.0,1242.0,52.380001,13.5225,47.6712989807,9.51148986816
EDDB,EDDR,23,571.5110977771695,391,"{'AT45': 0.8209718670076727, 'AT43': 0.12020460358056266, 'P180': 0.02557544757033248, 'CL60': 0.010230179028132993, 'C56X': 0.005115089514066497}",Berlin-Schönefeld Airport,Berlin,Saarbrücken Airport,Saarbruecken,AT45,2765338.2978884825,1081247274.4743967,3416.7413873390938,0.5625000000000001,219.93750000000006,52.380001,13.5225,49.2145996094,7.10950994492
EDDB,EDLN,23,498.9561098722987,38,"{'E55P': 0.2631578947368421, 'BE9T': 0.18421052631578946, 'C25A': 0.13157894736842105, 'C525': 0.10526315789473684, 'P180': 0.07894736842105263}",Berlin-Schönefeld Airport,Berlin,Mönchengladbach Airport,Moenchengladbach,E55P,206311.4425560331,7839834.817129257,24.773878022128454,37.24137931034483,1415.1724137931037,52.380001,13.5225,51.230278,6.504444
EDLW,EDDH,22,284.4585749327745,25,"{'E55P': 0.2, 'C25A': 0.2, 'C525': 0.12, 'C510': 0.08, 'LJ35': 0.04}",Dortmund Airport,Dortmund,Hamburg Airport,Hamburg,E55P,143415.07581151303,3585376.8952878257,11.32979098910953,33.75,843.75,51.51829910279999,7.61223983765,53.630401611328,9.9882297515869
EDDS,EDXW,22,694.6337192532307,75,"{'A319': 0.5866666666666667, 'E55P': 0.10666666666666667, 'C25M': 0.08, 'C680': 0.04, 'A320': 0.04}",Stuttgart Airport,Stuttgart,Westerland Sylt Airport,Westerland,A319,3047501.709140041,228562628.18550307,722.2579050661898,92.8125,6960.9375,48.6898994446,9.22196006775,54.9132003784,8.34047031403
EDJA,EDDL,22,444.0035927411125,28,"{'C25B': 0.25, 'C25A': 0.14285714285714285, 'C680': 0.07142857142857142, 'BE20': 0.07142857142857142, 'B38M': 0.07142857142857142}",Memmingen Allgau Airport,Memmingen,Düsseldorf Airport,Duesseldorf,C25B,2405790.019884149,67362120.55675617,212.86430095934952,0.0,0.0,47.9888000488,10.2395000458,51.289501,6.76678
EDDG,EDDS,22,398.1942935390753,36,"{'BE9L': 0.2222222222222222, 'C25M': 0.19444444444444445, 'C25C': 0.1111111111111111, 'C56X': 0.08333333333333333, 'CRJ9': 0.05555555555555555}",Münster Osnabrück Airport,Munster,Stuttgart Airport,Stuttgart,BE9L,2276329.833831419,81947874.01793107,258.9552818966622,22.5,810.0,52.134601593,7.68483018875,48.6898994446,9.22196006775
EDDL,EDLP,22,133.14270423804544,25,"{'A320': 0.36, 'B738': 0.16, 'A20N': 0.16, 'GLF6': 0.04, 'BE20': 0.04}",Düsseldorf Airport,Duesseldorf,Paderborn Lippstadt Airport,Paderborn,A320,1524306.1233986928,38107653.08496732,120.42018374849674,96.6315789473684,2415.78947368421,51.289501,6.76678,51.6141014099,8.616319656369999
EDDM,EDLP,21,427.44576419044665,653,"{'CRJ9': 0.9693721286370597, 'E55P': 0.006125574272588055, 'C25C': 0.006125574272588055, 'C56X': 0.006125574272588055, 'C25A': 0.0030627871362940277}",Munich Airport,Munich,Paderborn Lippstadt Airport,Paderborn,CRJ9,1612743.710214849,1053121642.7702965,3327.864391154137,106.9984544049459,69869.99072642968,48.353802,11.7861,51.6141014099,8.616319656369999
EDDM,EDJA,21,121.65734540440096,26,"{'C55B': 0.15384615384615385, 'C56X': 0.11538461538461539, 'C525': 0.11538461538461539, 'GA5C': 0.07692307692307693, 'E55P': 0.07692307692307693}",Munich Airport,Munich,Memmingen Allgau Airport,Memmingen,C55B,1491604.5399358547,38781718.038332224,122.55022900112984,38.57142857142857,1002.8571428571428,48.353802,11.7861,47.9888000488,10.2395000458
EDFM,EDDL,21,236.93762223844277,29,"{'CL30': 0.20689655172413793, 'C56X': 0.1724137931034483, 'C525': 0.13793103448275862, 'C25A': 0.10344827586206896, 'F2TH': 0.10344827586206896}",Mannheim-City Airport,Mannheim,Düsseldorf Airport,Duesseldorf,CL30,1819403.9559963392,52762714.723893836,166.73017852750453,25.71428571428572,745.7142857142859,49.473057,8.514167,51.289501,6.76678
EDDM,EDGS,20,373.9890036530198,23,"{'LJ35': 0.6086956521739131, 'C56X': 0.13043478260869565, 'LJ55': 0.08695652173913043, 'C55B': 0.08695652173913043, 'E35L': 0.043478260869565216}",Munich Airport,Munich,Siegerland Airport,Siegerland,LJ35,2207862.955886825,50780847.985396974,160.46747963385445,14.727272727272727,338.7272727272727,48.353802,11.7861,50.70769882202149,8.082969665527344
EDFM,EDDM,20,269.5215204702247,31,"{'CL30': 0.1935483870967742, 'E55P': 0.1935483870967742, 'C56X': 0.12903225806451613, 'C55B': 0.0967741935483871, 'PC24': 0.0967741935483871}",Mannheim-City Airport,Mannheim,Munich Airport,Munich,CL30,1911882.5889317915,59268360.256885536,187.28801841175832,49.090909090909086,1521.8181818181818,49.473057,8.514167,48.353802,11.7861
EDDL,EDSB,20,294.4472438254635,32,"{'E50P': 0.25, 'C56X': 0.15625, 'E55P': 0.09375, 'LJ35': 0.09375, 'C550': 0.0625}",Düsseldorf Airport,Duesseldorf,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,E50P,1982574.3517091102,63442379.25469153,200.47791844482524,41.14285714285714,1316.5714285714284,51.289501,6.76678,48.7793998718,8.08049964905
EDDH,EDLW,20,284.4585749327745,21,"{'E55P': 0.19047619047619047, 'C525': 0.14285714285714285, 'C25A': 0.09523809523809523, 'LJ35': 0.047619047619047616, 'C560': 0.047619047619047616}",Hamburg Airport,Hamburg,Dortmund Airport,Dortmund,E55P,143415.07581151303,3011716.5920417737,9.517024430852006,39.27272727272728,824.7272727272729,53.630401611328,9.9882297515869,51.51829910279999,7.61223983765
EDXW,EDDW,20,209.49681878778802,40,"{'C525': 0.325, 'C25A': 0.3, 'E55P': 0.125, 'C25B': 0.1, 'C56X': 0.075}",Westerland Sylt Airport,Westerland,Bremen Airport,Bremen,C525,1741462.92727853,69658517.09114121,220.12091400800625,23.351351351351354,934.0540540540542,54.9132003784,8.34047031403,53.0475006104,8.78666973114
EDLW,EDDS,20,334.7806456749776,23,"{'A320': 0.17391304347826086, 'A319': 0.13043478260869565, 'C25M': 0.08695652173913043, 'E55P': 0.08695652173913043, 'C25B': 0.08695652173913043}",Dortmund Airport,Dortmund,Stuttgart Airport,Stuttgart,A320,2096868.9048963503,48227984.81261606,152.40043200786673,74.76923076923076,1719.6923076923074,51.51829910279999,7.61223983765,48.6898994446,9.22196006775
EDVE,EDDS,20,414.42312286405104,125,"{'D328': 0.784, 'CL60': 0.08, 'C56X': 0.04, 'C25M': 0.024, 'C25C': 0.024}",Braunschweig-Wolfsburg Airport,Braunschweig,Stuttgart Airport,Stuttgart,D328,2322210.9099504785,290276363.7438098,917.2733094304391,4.53781512605042,567.2268907563025,52.319199,10.5561,48.6898994446,9.22196006775
EDNY,EDDF,20,271.5129256394992,929,"{'CRJ9': 0.9644779332615716, 'E190': 0.011840688912809472, 'A319': 0.008611410118406888, 'E195': 0.006458557588805167, 'E55P': 0.0032292787944025836}",Friedrichshafen Airport,Friedrichshafen,Frankfurt am Main Airport,Frankfurt,CRJ9,1236390.005396635,1148606315.013474,3629.5959554425776,107.99999999999999,100331.99999999999,47.6712989807,9.51148986816,50.033333,8.570556
EDSB,EDDF,20,143.86786016640187,20,"{'E35L': 0.2, 'B738': 0.15, 'E55P': 0.15, 'LJ35': 0.1, 'PRM1': 0.05}",Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Frankfurt am Main Airport,Frankfurt,E35L,1554834.6395949929,31096692.791899856,98.26554922240355,49.84615384615384,996.9230769230768,48.7793998718,8.08049964905,50.033333,8.570556
EDDH,EDDG,19,227.02943354456693,22,"{'C525': 0.18181818181818182, 'E55P': 0.09090909090909091, 'A320': 0.09090909090909091, 'C25A': 0.09090909090909091, 'C25M': 0.09090909090909091}",Hamburg Airport,Hamburg,Münster Osnabrück Airport,Munster,C525,1791267.6590907208,39407888.49999586,124.52892765998692,36.0,792.0,53.630401611328,9.9882297515869,52.134601593,7.68483018875
EDJA,EDDS,19,108.3218689149362,19,"{'A319': 0.15789473684210525, 'A320': 0.15789473684210525, 'C525': 0.10526315789473684, 'E55P': 0.05263157894736842, 'C25B': 0.05263157894736842}",Memmingen Allgau Airport,Memmingen,Stuttgart Airport,Stuttgart,A319,1550396.7115675863,29457537.519784138,93.08581856251789,75.6,1436.3999999999999,47.9888000488,10.2395000458,48.6898994446,9.22196006775
EDDN,EDDS,19,162.32786665892442,23,"{'A320': 0.43478260869565216, 'A319': 0.13043478260869565, 'D328': 0.08695652173913043, 'CL60': 0.043478260869565216, 'LJ60': 0.043478260869565216}",Nuremberg Airport,Nuernberg,Stuttgart Airport,Stuttgart,A320,1607360.5264017978,36969292.10724135,116.82296305888266,82.58823529411765,1899.529411764706,49.498699,11.078056,48.6898994446,9.22196006775
EDDB,EDJA,19,541.2067661680686,27,"{'C510': 0.2222222222222222, 'E55P': 0.18518518518518517, 'BE9L': 0.07407407407407407, 'P180': 0.07407407407407407, 'CL60': 0.07407407407407407}",Berlin-Schönefeld Airport,Berlin,Memmingen Allgau Airport,Memmingen,C510,2679991.7006582804,72359775.91777357,228.6568919001645,31.764705882352935,857.6470588235293,52.380001,13.5225,47.9888000488,10.2395000458
EDDK,EDJA,19,390.4455918937148,26,"{'C25A': 0.19230769230769232, 'C25C': 0.11538461538461539, 'C25B': 0.11538461538461539, 'P180': 0.11538461538461539, 'F2TH': 0.11538461538461539}",Cologne Bonn Airport,Cologne,Memmingen Allgau Airport,Memmingen,C25A,2254416.518421347,58614829.478955016,185.22286115349783,0.0,0.0,50.8658981323,7.1427397728,47.9888000488,10.2395000458
EDDB,EDMA,19,476.4639727051695,26,"{'C25A': 0.2692307692307692, 'PRM1': 0.15384615384615385, 'C510': 0.11538461538461539, 'E550': 0.07692307692307693, 'C25M': 0.07692307692307693}",Berlin-Schönefeld Airport,Berlin,Augsburg Airport,Augsburg,C25A,2497433.67526393,64933275.55686218,205.1891507596845,0.0,0.0,52.380001,13.5225,48.425278,10.931667
EDDC,EDDL,19,487.7634701718005,273,"{'A319': 0.45787545787545786, 'A320': 0.3626373626373626, 'A20N': 0.07692307692307693, 'BCS3': 0.06593406593406594, 'PAY1': 0.003663003663003663}",Dresden Airport,Dresden,Düsseldorf Airport,Duesseldorf,A319,2497657.4748795456,681860490.642116,2154.679150429087,100.22727272727275,27362.04545454546,51.1328010559082,13.767200469970703,51.289501,6.76678
EDDV,EDDP,19,209.46987638757426,88,"{'C425': 0.38636363636363635, 'C560': 0.3068181818181818, 'C56X': 0.1590909090909091, 'F406': 0.045454545454545456, 'C680': 0.03409090909090909}",Hannover Airport,Hannover,Leipzig/Halle Airport,Leipzig,C425,1741386.375205724,153242001.01810372,484.24472321720776,18.439024390243908,1622.634146341464,52.461101532,9.68507957458,51.423889,12.236389
EDDS,EDLW,19,334.7806456749776,24,"{'C25C': 0.20833333333333334, 'A320': 0.20833333333333334, 'C25M': 0.125, 'C25A': 0.125, 'C56X': 0.08333333333333333}",Stuttgart Airport,Stuttgart,Dortmund Airport,Dortmund,C25C,2096868.9048963503,50324853.71751241,159.0265377473392,41.99999999999999,1007.9999999999998,48.6898994446,9.22196006775,51.51829910279999,7.61223983765
EDDC,EDDS,19,423.79303286548827,26,"{'CL60': 0.34615384615384615, 'A320': 0.11538461538461539, 'LJ35': 0.07692307692307693, 'C25M': 0.07692307692307693, 'C25B': 0.038461538461538464}",Dresden Airport,Dresden,Stuttgart Airport,Stuttgart,CL60,2348692.2558293715,61065998.65156366,192.96855573894118,19.058823529411764,495.52941176470586,51.1328010559082,13.767200469970703,48.6898994446,9.22196006775
EDDM,EDFM,19,269.5215204702247,33,"{'CL30': 0.2727272727272727, 'C56X': 0.15151515151515152, 'E55P': 0.15151515151515152, 'PC24': 0.12121212121212122, 'C25A': 0.09090909090909091}",Munich Airport,Munich,Mannheim-City Airport,Mannheim,CL30,1911882.5889317915,63092125.43474912,199.3711163738072,41.53846153846154,1370.7692307692307,48.353802,11.7861,49.473057,8.514167
EDVK,EDDM,18,381.5648151912282,22,"{'A320': 0.2727272727272727, 'C510': 0.13636363636363635, 'LJ35': 0.13636363636363635, 'C425': 0.09090909090909091, 'C25M': 0.09090909090909091}",Kassel-Calden Airport,Kassel,Munich Airport,Munich,A320,2229296.373319605,49044520.21303131,154.98068387317892,40.49999999999999,890.9999999999999,51.417273,9.384967,48.353802,11.7861
EDDL,EDFM,18,236.93762223844277,29,"{'CL30': 0.2413793103448276, 'C56X': 0.13793103448275862, 'C25A': 0.10344827586206896, 'C525': 0.10344827586206896, 'F2TH': 0.10344827586206896}",Düsseldorf Airport,Duesseldorf,Mannheim-City Airport,Mannheim,CL30,1819403.9559963392,52762714.723893836,166.73017852750453,21.6,626.4000000000001,51.289501,6.76678,49.473057,8.514167
EDDW,EDDK,18,267.4452140225498,21,"{'LJ45': 0.3333333333333333, 'A319': 0.09523809523809523, 'LJ35': 0.09523809523809523, 'A320': 0.09523809523809523, 'C525': 0.047619047619047616}",Bremen Airport,Bremen,Cologne Bonn Airport,Cologne,LJ45,1905991.962105592,40025831.204217434,126.4816266053271,30.85714285714286,648.0000000000001,53.0475006104,8.78666973114,50.8658981323,7.1427397728
EDDC,EDDK,18,464.35896985408965,19,"{'C510': 0.15789473684210525, 'F2TH': 0.10526315789473684, 'E190': 0.10526315789473684, 'C25B': 0.10526315789473684, 'LJ45': 0.10526315789473684}",Dresden Airport,Dresden,Cologne Bonn Airport,Cologne,C510,2463267.149559923,46802075.841638535,147.8945596595778,19.636363636363633,373.090909090909,51.1328010559082,13.767200469970703,50.8658981323,7.1427397728
EDDV,EDDG,18,140.7774420126456,28,"{'C425': 0.39285714285714285, 'C56X': 0.14285714285714285, 'C560': 0.10714285714285714, 'B738': 0.07142857142857142, 'A320': 0.03571428571428571}",Hannover Airport,Hannover,Münster Osnabrück Airport,Munster,C425,1546038.799256867,43289086.37919228,136.7935129582476,36.00000000000001,1008.0000000000002,52.461101532,9.68507957458,52.134601593,7.68483018875
EDDM,EDVK,18,381.5648151912282,20,"{'A320': 0.3, 'C510': 0.2, 'C55B': 0.1, 'C25C': 0.05, 'A319': 0.05}",Munich Airport,Munich,Kassel-Calden Airport,Kassel,A320,2229296.373319605,44585927.4663921,140.89153079379903,53.99999999999999,1079.9999999999998,48.353802,11.7861,51.417273,9.384967
EDLP,EDDL,18,133.14270423804544,22,"{'A320': 0.36363636363636365, 'A20N': 0.18181818181818182, 'C525': 0.09090909090909091, 'A319': 0.09090909090909091, 'E55P': 0.09090909090909091}",Paderborn Lippstadt Airport,Paderborn,Düsseldorf Airport,Duesseldorf,A320,1524306.1233986928,33534734.71477124,105.96976169867712,96.0,2112.0,51.6141014099,8.616319656369999,51.289501,6.76678
EDDS,EDDW,18,485.50247704126843,202,"{'A319': 0.46534653465346537, 'A320': 0.4504950495049505, 'C525': 0.019801980198019802, 'C25B': 0.019801980198019802, 'C25C': 0.01485148514851485}",Stuttgart Airport,Stuttgart,Bremen Airport,Bremen,A319,2491778.1514583495,503339186.5945866,1590.5518296388939,101.93877551020407,20591.63265306122,48.6898994446,9.22196006775,53.0475006104,8.78666973114
EDXW,EDLN,18,427.45824153902237,28,"{'C525': 0.2857142857142857, 'C25A': 0.25, 'E55P': 0.17857142857142858, 'EA50': 0.10714285714285714, 'C56X': 0.07142857142857142}",Westerland Sylt Airport,Westerland,Mönchengladbach Airport,Moenchengladbach,C525,2359049.1880087596,66053377.26424527,208.7286721550151,30.240000000000002,846.72,54.9132003784,8.34047031403,51.230278,6.504444
EDDG,EDDH,18,227.02943354456693,21,"{'C525': 0.23809523809523808, 'C56X': 0.09523809523809523, 'C25A': 0.09523809523809523, 'A320': 0.09523809523809523, 'C25M': 0.09523809523809523}",Münster Osnabrück Airport,Munster,Hamburg Airport,Hamburg,C525,1791267.6590907208,37616620.84090514,118.86852185726025,33.23076923076923,697.8461538461539,52.134601593,7.68483018875,53.630401611328,9.9882297515869
EDDB,EDVE,18,201.58459386486507,28,"{'GL7T': 0.39285714285714285, 'PC24': 0.10714285714285714, 'F2TH': 0.07142857142857142, 'GLEX': 0.07142857142857142, 'PRM1': 0.07142857142857142}",Berlin-Schönefeld Airport,Berlin,Braunschweig-Wolfsburg Airport,Braunschweig,GL7T,1718979.488387064,48131425.6748378,152.09530513248745,0.0,0.0,52.380001,13.5225,52.319199,10.5561
EDLN,EDDG,17,129.35691815857476,20,"{'E55P': 0.3, 'C525': 0.3, 'C25A': 0.2, 'E550': 0.05, 'BE20': 0.05}",Mönchengladbach Airport,Moenchengladbach,Münster Osnabrück Airport,Munster,E55P,92962.73585237659,1859254.7170475316,5.8752449058702005,35.99999999999999,719.9999999999999,51.230278,6.504444,52.134601593,7.68483018875
EDDB,EDVK,17,303.3487697161615,18,"{'A320': 0.3888888888888889, 'E55P': 0.2222222222222222, 'GLF6': 0.16666666666666666, 'P180': 0.05555555555555555, 'C510': 0.05555555555555555}",Berlin-Schönefeld Airport,Berlin,Kassel-Calden Airport,Kassel,A320,2007809.0864480075,36140563.55606414,114.20418083716267,74.25,1336.5,52.380001,13.5225,51.417273,9.384967
EDLW,EDDF,17,178.33665467713706,18,"{'E55P': 0.5555555555555556, 'C25A': 0.1111111111111111, 'C56X': 0.1111111111111111, 'PAY1': 0.05555555555555555, 'C68A': 0.05555555555555555}",Dortmund Airport,Dortmund,Frankfurt am Main Airport,Frankfurt,E55P,109346.0004606747,1968228.0082921446,6.219600506203177,80.99999999999999,1457.9999999999998,51.51829910279999,7.61223983765,50.033333,8.570556
EDXW,EDDG,17,311.9872330698074,18,"{'E55P': 0.5, 'C25A': 0.3333333333333333, 'A320': 0.05555555555555555, 'CRJ9': 0.05555555555555555, 'C25C': 0.05555555555555555}",Westerland Sylt Airport,Westerland,Münster Osnabrück Airport,Munster,E55P,151933.66052500004,2734805.8894500006,8.641986610662002,66.0,1188.0,54.9132003784,8.34047031403,52.134601593,7.68483018875
EDDG,EDLN,17,129.35691815857476,19,"{'E55P': 0.3684210526315789, 'BE20': 0.15789473684210525, 'C525': 0.15789473684210525, 'BE9L': 0.10526315789473684, 'C510': 0.05263157894736842}",Münster Osnabrück Airport,Munster,Mönchengladbach Airport,Moenchengladbach,E55P,92962.73585237659,1766291.981195155,5.58148266057669,47.25,897.75,52.134601593,7.68483018875,51.230278,6.504444
EDDR,EDDB,17,571.5110977771695,377,"{'AT45': 0.8328912466843501, 'AT43': 0.1273209549071618, 'P180': 0.01856763925729443, 'CL60': 0.005305039787798408, 'PRM1': 0.005305039787798408}",Saarbrücken Airport,Saarbruecken,Berlin-Schönefeld Airport,Berlin,AT45,2765338.2978884825,1042532538.3039579,3294.402821040507,0.0,0.0,49.2145996094,7.10950994492,52.380001,13.5225
EDVE,EDDB,17,201.58459386486504,22,"{'GL7T': 0.2727272727272727, 'PC24': 0.09090909090909091, 'PRM1': 0.09090909090909091, 'GLEX': 0.09090909090909091, 'CL60': 0.045454545454545456}",Braunschweig-Wolfsburg Airport,Braunschweig,Berlin-Schönefeld Airport,Berlin,GL7T,1718979.4883870645,37817548.74451542,119.50345403266873,0.0,0.0,52.319199,10.5561,52.380001,13.5225
EDLP,EDDM,17,427.44576419044665,542,"{'CRJ9': 0.977859778597786, 'C25C': 0.00922509225092251, 'E55P': 0.0036900369003690036, 'C525': 0.0018450184501845018, 'C550': 0.0018450184501845018}",Paderborn Lippstadt Airport,Paderborn,Munich Airport,Munich,CRJ9,1612743.710214849,874107090.9364482,2762.1784073591766,106.5974025974026,57775.79220779221,51.6141014099,8.616319656369999,48.353802,11.7861
EDSB,EDDN,17,232.2473891246882,23,"{'J328': 0.21739130434782608, 'LJ60': 0.21739130434782608, 'CL60': 0.13043478260869565, 'C25A': 0.08695652173913043, 'FA7X': 0.043478260869565216}",Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Nuremberg Airport,Nuernberg,J328,1806085.9768048131,41539977.466510706,131.26632879417383,0.0,0.0,48.7793998718,8.08049964905,49.498699,11.078056
EDFM,EDDK,17,183.0976790052232,47,"{'C525': 0.44680851063829785, 'C25A': 0.19148936170212766, 'LJ35': 0.0851063829787234, 'C56X': 0.0851063829787234, 'C25B': 0.0425531914893617}",Mannheim-City Airport,Mannheim,Cologne Bonn Airport,Cologne,C525,1666429.3380145626,78322178.88668445,247.49808528192287,10.799999999999999,507.59999999999997,49.473057,8.514167,50.8658981323,7.1427397728
EDSB,EDDL,17,294.4472438254635,24,"{'E50P': 0.2916666666666667, 'C56X': 0.20833333333333334, 'C680': 0.08333333333333333, 'C550': 0.041666666666666664, 'LJ35': 0.041666666666666664}",Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Düsseldorf Airport,Duesseldorf,E50P,1982574.3517091102,47581784.44101864,150.35843883361892,33.75000000000001,810.0000000000002,48.7793998718,8.08049964905,51.289501,6.76678
EDDR,EDDH,16,529.9243297659596,100,"{'AT45': 0.78, 'AT43': 0.1, 'C425': 0.02, 'D228': 0.01, 'PAY3': 0.01}",Saarbrücken Airport,Saarbruecken,Hamburg Airport,Hamburg,AT45,2648199.873260275,264819987.3260275,836.831159950247,0.0,0.0,49.2145996094,7.10950994492,53.630401611328,9.9882297515869
EDLP,EDXW,16,367.3007474758433,19,"{'E55P': 0.631578947368421, 'BE9L': 0.15789473684210525, 'C525': 0.10526315789473684, 'E50P': 0.05263157894736842, 'C25C': 0.05263157894736842}",Paderborn Lippstadt Airport,Paderborn,Westerland Sylt Airport,Westerland,E55P,168652.64013588495,3204400.162581814,10.125904513758533,68.21052631578947,1295.9999999999998,51.6141014099,8.616319656369999,54.9132003784,8.34047031403
EDDS,EDJA,16,108.3218689149362,17,"{'B738': 0.17647058823529413, 'C25B': 0.11764705882352941, 'BE20': 0.11764705882352941, 'A320': 0.11764705882352941, 'A319': 0.11764705882352941}",Stuttgart Airport,Stuttgart,Memmingen Allgau Airport,Memmingen,B738,1413059.831409564,24022017.133962587,75.90957414332178,68.72727272727272,1168.3636363636363,48.6898994446,9.22196006775,47.9888000488,10.2395000458
EDDS,EDVE,16,414.42312286405104,121,"{'D328': 0.8099173553719008, 'CL60': 0.08264462809917356, 'C25C': 0.024793388429752067, 'C25M': 0.01652892561983471, 'C25B': 0.01652892561983471}",Stuttgart Airport,Stuttgart,Braunschweig-Wolfsburg Airport,Braunschweig,D328,2322210.9099504785,280987520.1040079,887.920563528665,0.0,0.0,48.6898994446,9.22196006775,52.319199,10.5561
EDDS,EDVK,16,303.49309766909425,26,"{'C25C': 0.4230769230769231, 'C25M': 0.11538461538461539, 'E55P': 0.07692307692307693, 'C525': 0.07692307692307693, 'A320': 0.038461538461538464}",Stuttgart Airport,Stuttgart,Kassel-Calden Airport,Kassel,C25C,2008218.1914426554,52213672.97750904,164.99520660892856,17.05263157894737,443.3684210526316,48.6898994446,9.22196006775,51.417273,9.384967
